,Company,Title,Location,URL,Salary,Site,Keyword,City,State,Description
113,BizTek Innovations,Big Data Engineer,"San jose, CA",https://job-openings.monster.com/big-data-engineer-san-jose-ca-us-biztek-innovations/50d2018a-c6f9-406c-b0aa-c2d63a4c8cbd, ,Monster,Data Scientist,San jose, CA,"The Big Data Engineer will design and implement solutions for big data challenges . The candidate must communicate with business users and data scientists to understand the business objectives and translate those objectives into data processing workflows. Initially, the candidate will use Hadoop map reduce and Hive. The successful candidate will demonstrate the ability to devise practical and novel solutions to challenges. The Big Data Engineer is expected to maintain knowledge of new technology developments and conduct proof of concepts to evaluate new technologies. The candidate will promote best practices for big data development at the firm.    Job Requirements  Strong experience in Java development is a must  Experience with SQL  Experience with Hadoop map reduce and Hive. Other Hadoop technologies a plus.  Experience with Cloudera Manager a plus.  Experience with HBase and other NOSQL a plus.  Strong communication and presentation skills.  Must be able to devise novel solutions.  Financial industry experience is NOT required.            "
114,ITmPowered,Hadoop Engineer Admin (BHJOB22048_582),"Pleasanton, CA",https://job-openings.monster.com/hadoop-engineer-admin-bhjob22048-582-pleasanton-ca-us-itmpowered/4dda7a9e-42ae-47a9-9a8a-c9e4af327be7, ,Monster,Data Scientist,Pleasanton, CA,"Hadoop Engineer Admin ndash ITmPowered The Hadoop Engineer will provide Big Data technical consulting, design and coding prototyping for Hadoop Platform and Data solutions. Work with clients in multiple business units across to enterprise to understand their business use cases, context, data sources, and expected data outcomes. Work with customer to review data sources wrangle the data to get it to a good useful data model - Discover, Structure, Clean, Enrich, Validate, and Publish data to an operational data models. Design, Engineer, and spin up Big Data solutions in both on-premise clusters (Cloudera), and AWSAzure Cloud Hadoop clusters using Hadoop security (Kerberos  AD) best practices.  Implement and test data processing pipelines, and data mining  data science algorithms.  Design and deliver Data Engineering solutions including large scale data structures, data pipelines, workflows to gather, cleanse, test and curate datasets. Ingest data from multiple data sources to create quality accurate operational datasets in Enterprise Big Data (Hadoop) for use by several teams. Develop high performance Big Data pipelines using Spark, Spark SQL, Scala, Python, Java, Hive, Pig, Flume, SQOOP, Hadoop (Cloudera) to operationalize Data Quality, data validation, automation, ingestion, ETL, transforms, aggregations, joins, enrichment, validations for final ODS data underpinnings. In iterative fashion work with business clients, data teams to iteratively provide BI Dashboard Visualization options for business use cases. Enable Business units, Technology, and Executive leadership with data solutions to advance their causes to enable better decision making across the org.   Responsibilities Rapidly architect, design, prototype, and implement architectures to tackle Big Data and Data Science needs Work in cross-disciplinary teams to understand client needs and ingest rich data sources such as social media, news, internalexternal documents, emails, financial data, and operational data Research, experiment, utilize Big Data methodologies, such as Hadoop, Spark, Redshift, and Microsoft Azure Implement and test data processing pipelines, and data mining  data science algorithms on a variety of hosted settings, such as AWS, Azure, and on-premise clusters Translate advanced business analytics problems into technical approaches that yield actionable recommendations, across multiple, diverse domains communicate results and educate others through design and build of insightful visualizations, reports, and presentations Develop skills in business requirement capture and translation, hypothesis-driven consulting, work stream and project management, and client relationship development   Qualifications Bachelorrsquos degree in Computer Science, Computer Engineering, or related field and 4+ years big data experience with multiple languages and technologies (Java, Scala, R, Python, SQLno-SQL) 3-5 years Java development ndash Java map reduce, locking, multithreading, memory management. 3 years of professional working experience with Hadoop stack, preferably with Cloudera CDH, particularly Hive, Impala and HUE.  3 years of development experience in MapReduce and Spark Hands on experience using Cassandra, HIVE, No-SQL databases ( like Hbase, Mongo db) Fluency in other programming languages such as Python, Scala, R with the ability to pick up new languages and technologies quickly understanding of cloud and distributed systems principles, including load balancing, networks, scaling, in-memory vs. disk, etc. Exposure to Data Science Machine Learning ndash Linear regression, K-means clustering, Nearest neighbor, etc.) Good understanding of version control such as Git and automation tools like Jenkins Knowledge of security best practices, particularly Hadoop Security using Kerberos and Active Directory Hands on experience using relational databases like Oracle, SQL, Postgres , My SQL server, etc. Ability to work efficiently under UnixLinux environment and Unix Shell Scripting Ability to work with team members and clients to assess needs, provide assistance, and resolve problems, using excellent problem-solving skills, verbalwritten communication, and the ability to explain technical concepts to business people.            "
115,Cystems Logic,Cloud Data Engineer,"Los Angeles, CA",https://job-openings.monster.com/cloud-data-engineer-los-angeles-ca-us-cystems-logic/466b2ca2-1b55-40e8-ad5f-3625723e9a37, ,Monster,Data Scientist,Los Angeles, CA,"Please go through the below our direct client requirement and let me know your interest, If you are interested, Please respond back with your updated resume ASAP.  Job Title  Cloud Data EngineerLocation Los Angeles, CADuration 6+ Months   Job Description -Python For building data connectorspipelines, if some python for true data science experience thatrsquos a plus bot not necessary. -Airflow Building DAGs for orchestration of data pipelines -Data Warehousing Snowflake a plus. At least Redshift experience. Experience modeling complex data in Star schema, ELTETL, SQL of course. -KinesisLambda For building pipelines to process push events a plus. Thanks  Regards, SreedharCystems Logic Inc, Ph 732-230-2806 Fax 408-834-7260Email sreecystemslogic.com www.cystemslogic.com Cystems Logic Inc. (a Sybyte Technologies Company) USA India  Malaysia  Canada 25th Fastest Growing Company in Los Angeles, California 2012 14th Fastest Growing Company in Los Angeles, California 2011            "
116,HonorVet Technologies,Data engineer : Teradata / Hadoop,"Sunnyvale, CA",https://job-openings.monster.com/data-engineer-teradata-hadoop-sunnyvale-ca-us-honorvet-technologies/3cb445a3-a6bd-4b74-afa7-cfdcde796c93, ,Monster,Data Scientist,Sunnyvale, CA,"Description  Description  Position Summary  bull Very Strong engineering skills. Should have an analytical approach and have good programming skills.  bull Provide business insights, while leveraging internal tools and systems, databases and industry data  bull Minimum of 5+ yearsrsquo experience. Experience in retail business will be a plus.  bull Excellent written and verbal communication skills for varied audiences on engineering subject matter  bull Ability to document requirements, data lineage, subject matter in both business and technical terminology.  bull Guide and learn from other team members.  bull Demonstrated ability to transform business requirements to code, specific analytical reports and tools  bull This role will involve coding, analytical modeling, root cause analysis, investigation, debugging, testing and collaboration with the business partners, product managers other engineering team.   Must Have  bull Strong analytical background  bull Self-starter  bull Must be able to reach out to others and thrive in a fast-paced environment.  bull Strong background in transforming big data into business insights    Technical Requirements  bull Knowledgeexperience on Teradata Physical Design and Implementation, Teradata SQL Performance Optimization  bull Experience with Teradata Tools and Utilities (FastLoad, MultiLoad, BTEQ, FastExport)  bull Advanced SQL (preferably Teradata)  bull Experience working with large data sets, experience working with distributed computing (MapReduce, Hadoop, Hive, Apache Spark, etc.).  bull Strong Hadoop scripting skills to process petabytes of data  bull Experience in UnixLinux shell scripting or similar programmingscripting knowledge  bull Experience in ETL processes  bull Real time data ingestion (Kafka)   Nice to Have  bull Development experience with Java, Scala, Flume, Python  bull Cassandra  bull Automic scheduler  bull SAP Hana  bull Tableau or similar reportingdash boarding tool  bull Modeling and Data Science background  bull Retail industry background   Education  BS degree in specific technical fields like computer science, math, statistics preferred            "
117,Trianz,Data Engineer,"San Jose, CA",https://job-openings.monster.com/data-engineer-san-jose-ca-us-trianz/309a9e1b-8a7b-41f5-8c77-ef17102b8b03, ,Monster,Data Scientist,San Jose, CA,"Full stack capability is required. You will develop and  implement back-end application and database. This is a Big Data project to develop Data science insights from varied data sources. Full Stack Python Developer Test-driven development Full stack back-end web application development Must have experience with application architecture design Run proficient level SQL Queries Experience with Apache, ApacheNiFI, Apache Kafka, spark etc.. Hands-on experience in Linux environment Master of SQL 810, experience in HiveQL Cloud (Google Cloud) Good Data Analysis and troubleshooting skills with eye towards producing quality data products. Tableau or OBIEE  SQP BO Some Data Science            "
118,"DEEGIT, INC.",Big Data Developer,"sunnyvale, CA",https://job-openings.monster.com/big-data-developer-sunnyvale-ca-us-deegit-inc/1d9a6934-564c-412d-8f1b-7ac39b6750c4, ,Monster,Data Scientist,sunnyvale, CA,"Role Big Data Developer Location Sunnyvale, CA Job Description Java, Rest API and HADOOP Minimum 6+ years core Java experience building Business logic layers and back-end systems for high-volume data pipelines. Experience with spark streaming and Scala Minimum 2+ years Current experience in Spark, Hadoop, MapReduce and HDFS, Cassandra  HBase Thorough understanding of data flows, data architecture, ETL and processing of structured and unstructured data Experience with high-speed messaging frameworks and streaming (Kafka, Storm) Current experience developing and deploying applications to a public cloud (AWS, GCE, Azure) Experience with DevOps tools (GitHub, TravisCI, Jira) and methodologies (Lean, Agile, Scrum, Test Driven Development) Ability to work quickly with an eye towards writing clean code that is efficient and reusable Experience with data science and machinedeep learning Ability to iterate quickly in an agile development process Ability to learn new technologies and evaluate multiple technologies to solve a problem  Excellent written and verbal communication skill            "
119,Nelson Technology,Operations Analyst,"Mountain View, CA",https://job-openings.monster.com/operations-analyst-mountain-view-ca-us-nelson-technology/1579c1aa-ac3a-401d-a03a-a124a238b7c2, ,Monster,Data Scientist,Mountain View, CA,"Title Operations Analyst Duration 12-Month Contract Location Mountain View, CA  Pay 42hr. - 61hr.  Our Client is a self-driving technology company with a mission to make it safe and easy for people and things to move around. As an Operations Analyst, you will evaluate and improve our Client's products and offerings. You will collaborate with a multi-disciplinary team of extremely data-driven engineers, product managers, systems engineers and leadership on a wide range of problems. You will be responsible for updating, creating, and keeping online critical data pipelines, scripts, dashboards and visualization tools, so that the organization can continue making data-driven decisions around the clock. They will rely on you for data quality, analytical and statistical rigor to measure quality, performance, and readiness of various facets of our self-driving technology. In this role your main focus will be  Working with large, complex data sets.  Solving difficult data analysis problems by organizing and defining data logic, and applying advanced analytical methods when needed.  Yoursquoll be conducting end-to-end analysis that includes data gathering, cleaning, analysis and presentations.  Maintain critical dashboards and pipelines to drive decision making and make it more robust over time, applying version control and unit testing to code and dashboards.  Build and prototype analysis pipelines iteratively to provide insights at scale.  Develop comprehensive understanding of the Client's data structures and metrics, advocating for changes where needed for both products development and sales activity.  Additionally yoursquoll be  Interacting cross-functionally with a wide variety of people and teams.  Yoursquoll work closely with engineers to identify opportunities for improvement to the Client's products.  Conducting Experimentation, forecasting, time dependent analysis  Yoursquoll make business recommendations through effective presentations for various levels of stakeholders.  Manage, consolidate, and prioritize an influx of requests from multiple teams.  Required Skills  Bachelors in a quantitative discipline (ie statistics, operations research, economics, or a quantitative STEM field)  2 years of relevant work experience in data analysis or a related field  1-2 yearsrsquo experience with statistical software (e.g. pandas, R, MATLAB)  2+ yearsrsquo Experience with database languages (e.g. SQL)  Experience with version control (such as Git)  Effective written and verbal communication skills  Demonstrated leadership and self-direction with the ability to work independently  Nice to Have Skills  Experience as an engineer, statistician, informatician, data analyst, data scientist  Demonstrated analytical engagements outside of work  Demonstrated willingness to teach others and learn new techniques  Experience translating analysis results into business recommendations            "
120,EQ Office,Project Manager - Real Estate Technology,"San Francisco, CA",https://job-openings.monster.com/project-manager-real-estate-technology-san-francisco-ca-us-eq-office/f8e54b10-1b9a-458d-a8dc-041a491ec707, ,Monster,Data Scientist,San Francisco, CA,"US-CA-San FranciscoJob ID 2018-1284Category Information TechnologyOur Project Manager (PM) - Real Estate Technology is part of a dynamic team of professionals within EQ Office, one of the largest and most active owner, investor and operators of commercial real estate in the United States. We work to be at the forefront of market demands, acknowledging its evolving faster than ever. As an affiliate of The Blackstone Group (BX), our investment platform allows us to be nimble and innovate on projects where short and long term value can be realized. We value an open, honest and transparent work place and seek a curious, driven, professional capable of stretching her/himself and our team.Our PM will work collaboratively with the company's leadership, BX's affiliated companies (i.e. other real estate asset types beyond office through BX, Revantage (our shared services organization),our market leaders and our operational teams to pursue, research and advance the office product and services (i.e. through design, construction, operations of customer environments). Our PM will also support the pursuit of value strategies for better portfolio management, asset operations, sustainability, customer retention and other areas that improve the bottom line. This role will also work with others to develop industry relationship that allow EQ Office to discover and advance the use of artificial intelligence (AI), automation, robotics and data monetization within the portfolio. While there is a preference for this individual to sit on the west coast, the Project Manager (PM) may be based in any of our offices! As the Project Manager (PM) - Real Estate Technology, one is held accountable to, however not limited to, the following job functions: Develop program(s) that improve the effectiveness of delivery and quality of work place environments developed within the portfolioWork with teams in our markets and leadership of the organization to improve communication, knowledge share and to streamline internal workflows related to data/informationManage the design and implementation processes for our Customer Intelligence and Customer Engagement platformsExplore and develop business case for the integration of IoT within office environmentDevelop new methodologies for improving the customer experience at all touch points that increase the retention and attractiveness of our work environments.Guide market teams on identifying, sourcing, interviewing and selecting innovative products and solutions in re-positioned projects.Sounding board for market teams to collaborate on best solutions, innovation tactics, sustainable practices, negotiating agreements, etc.Support with budgeting for technology and tactics to be implemented.Develop, update and oversee asset building technology tacticsAssist and collaborate with market teams on internal deep dive / knowledge sharing presentations, tenant pitches, proposals and other content.Inspire, motivate, and empower employees at all levels through education, training and project integrationDevelop objectives, metrics, measurement, tracking protocols and tools, and dynamic feedback systems for use across organization (ie, consistency)REQUIRED QUALIFICATIONS: Progressive experience in project/product management focused on technology development and implementationDemonstrated communications excellence including written communications, marketing, and presentationBachelor's Degree3 years of related experience Self-aware, self-secure, go getter, who knows the value of a team.Manages self and others in an open, honest and transparent manner.Exceptional organizational, communication and listening skills.Creative, entrepreneurial; passion for high quality, attractive sustainable development.Passionate about pursing societal changes resulting from shifts in technology.Works inclusively part of a diverse team; seeks value outside the box for higher success.Actively builds relationships to create strong collaborative culture. Highly curious.PREFERRED QUALIFICATIONS:  3+ years of progressive experience in the fields of technology, data science, investment, etc. PI106452195 "
121,Synechron Inc.,Distributed Computing Architect,"San Francisco, CA",https://job-openings.monster.com/distributed-computing-architect-san-francisco-ca-us-synechron-inc/f63a7c9b-102a-4aba-9962-d4e6f4842f0c, ,Monster,Data Scientist,San Francisco, CA,"About Synechron Synechron, one of the fastest-growing digital, business consulting  technology services providers, is a 500 million firm based in New York. Since inception in 2001, Synechron has been on a steep growth trajectory. With 8,000+ professionals operating in 18 countries across the world, it has presence across USA, Canada, UK, France, The Netherlands, Switzerland, Luxembourg, Serbia, Hungary, Germany, Italy, UAE, Singapore, Hong Kong, Philippines, Japan, Australia and Development Centers in India   Synechron is seeking a motivated Distributed Computing Architect with expert level programming in Java  Python  Scala to to drive design, technology decision and solution for large scale platform built for ML and artificial intelligence.   Job Description To build Web-based applications using J2EE Frame works like Spring, Hibernate, Webservice(SOAPRest), JMS, EJB, Angular JS, JSF and SQLPLSQL. To build application using Websphere Portal Assisted in Cluster maintenance, Cluster Monitoring and Troubleshooting, Managing and Reviewing data backups and log files. To analyze tools to mine data, Predictive analysis, evaluating the underlying patterns and implement complex algorithms for data analysis. iumlsbquomiddot Implement unified data platform to gather data from different sources using Kafka Java Producers and consumers. Develop Map Reduce programs using Apache Hadoop for analyzing the Big Data    Required Skills  Expert level programming in Java  Python  Scala Expert level programming knowledge at kernel level for spark, Kafka, graph DB Expert level programming in Disturbed programming  parallel programing  grid programming Expert at multi-threading programming Architect level person to drive design, technology decision and solution for large scale platform built for ML and artificial intelligence Knowledge of NLP algorithms, Data science and Machine learning with Deep Neural network as added advantage Design of data structures, APIs desired High performance high throughput programming experience Design of algorithms from ground up desired Masters or PhD in software engineering and AI, applied mathematics 15+ years of experience in core coding profile.no manager or ivory tower architects            "
122,Open Systems Technologies,Java Software Engineer,"Newport Beach, CA",https://job-openings.monster.com/java-software-engineer-newport-beach-ca-us-open-systems-technologies/f9403f6c-43f9-4897-af9b-f6cf28fb4b2a, ,Monster,Data Scientist,Newport Beach, CA,"An investment management firm is currently seeking a Java Software Engineer to join their team in Newport Beach, California.  In this position you will be responsible for the development and support of server side components of the data science platform. You will also be expected to maintain expertise on emerging data science technologies. Qualifications  Must have a Bachelor's degree in Computer Science or related field  5+ years of experience developing complex software  Expertise in Java and at least one other major language (Python, C++, etc.) Expertise in building, debugging and troubleshooting Java REST services Expertise in writing SQL, tuning queries, data modeling Knowledge of open source libraries across a broad set of domains Ability to write clean and reliable code            "
123,Clarivate Analytics,VP of Technology,"San Francisco, CA",https://job-openings.monster.com/vp-of-technology-san-francisco-ca-us-clarivate-analytics/e0580768-6061-423b-ac0c-0d9ee8efade5, ,Monster,Data Scientist,San Francisco, CA,"POSITION SUMMARY:   The Company Analytics Technology Leadership team is seeking a highly motivated and experienced software and system development executive to provide leadership and technical expertise across the Mark Monitor group. PRIMARY ACCOUNTABILITIES:Provide leadership, team building and technical expertise across the Mark Monitor, and act as the technical leader to a global team across architecture, development, data science, quality, operations and user experience.Contribute to the Mark Monitor leadership team as a trusted leader and stakeholder.Build and lead highly-engaged innovative teams to develop products at the heart of Company.Be a key contributor to product strategy, technology modernization, software architecture, software quality and help to drive successful delivery of our products.Continue the transformation of the development process and the team mind-set to modern and Agile methodologiesEnsure that the engineering organization is effective and transparent, and that the platform is always market-ready with a continuous delivery focus.Promote an environment of data-driven decision-making, partnership and alignment with partners and stakeholders.Engender commitment and loyalty in others by articulating an appealing vision for the future, communicating high expectations by setting an example.Communicate effectively and efficiently with stakeholders across the business so they appreciate and understand innovations in online content delivery and analytics.Partner effectively with senior leaders, product managers, internal/external resources and allocate engineering teams across various projects, prioritizing current customer/prospect needs with long-term technology roadmap needs.In partnership with the CTO and technology leadership shape the vision and strategic direction for technology: ensure consistent technical specifications, common requirements and overall technical standards.REQUIREMENTSSignificant experience working in Technology and Solution creation, and delivery with global experience.Experience working within a hosted/SaaS business model; experience with Cloud development and architecture and data-driven analytics.Track record of developing enterprise software solutions/products such as content management, collaboration software, research/ education-technology, big data, machine learning, etc.Previous exposure to a large-scale organization as well as growth stage environment is highly preferred.Strong communication skills with the ability to translate vision into solutions and deliveries.Transformation experience, taking an organization as well as a technology infrastructure into an Agile, communicative, creative, growth environment.The interpersonal skills to influence wide range of internal and external stakeholders, including leadership, employees, potential/existing customers and business partners.Strong technical capability and interest with an ability to inspire and drive enthusiasm among architects and developers.Expertise in driving an open and inclusive culture, instilling accountability for best-in-class customer service, and fostering innovative thinking.Proven growth and product scaling experience in an enterprise or high-volume web environment.A proven track record of providing innovative solutions to complex business and technological challenges.Social and Community publishing/communications to support analyst, market and talent activities.PRIMARY ATTRIBUTES  A leader with significant passion, drive, energy level and ambition. S/he must be highly motivated, goal-oriented, and pragmatic, with an ability to focus within complexity and drive clear deliverables, and the urge to outperform.The intellect and the executive presence to become a true business partner across the corporate and field functions – someone who is capable of contributing to broader business conversations beyond their functional expertise.A seasoned technology executive who can transform and grow a world-class organization while establishing and upholding clear performance standards. Proven experience successfully transforming team culture while also delivering to plan.Personally willing to travel frequently and be “present” across the company’s international offices and meet with global customers.A compelling leadership style that includes exceptional people management skills, program management, business and technology expertise with a style that inspires confidence in Company and its products/services.An ability to create loyalty, trust, and following.  One who can energize people and teams, and make cross-functional cooperation happen.  This individual must be highly respected by both subordinates and superiors.A combination of personality traits — collaborative nature, honesty, integrity, intensity, and passion — necessary to blend with the rest of the executive management team.A primary, intense concern about leading and motivating others.  Must be capable of taking bold actions to inspire and energize others around a vision of Company’s future.QUALIFICATIONSBachelor's degree in technology field preferred.At least 12 years experience in a global corporate setting; with a minimum of 8 years at various management leadership levels; with extensive technical development, operational and leadership skills.Strong organization skills with the ability to present technical decision support in a consistent and relevant manner and care for quality and accuracy;Excellent project management skills, and skill in exercising a high degree of initiative, judgment, discretion and decision making to achieve organizational objectives, with an ability to problem solve and facilitate solutions.Excellent leadership, collaboration and communication skills with the ability to interact effectively and persuasively with senior management to drive efficiency.Strong teaming, and analytical capabilities with the ability to operate independently, affect change across functions, and deliver results. "
124,Thumbtack,Head of Pro Growth Marketing,"San Francisco, CA",https://job-openings.monster.com/head-of-pro-growth-marketing-san-francisco-ca-us-thumbtack/a508b864-b8df-4977-ba0c-7c9e933b848b, ,Monster,Data Scientist,San Francisco, CA,"About the RoleYou’ll manage our pro acquisition team across all paid and earned channels. Today, that includes SEM, Facebook, email, and SEO. Over time, it will include anything and everything that can help drive effective pro growth for Company. You’ll work closely with Engineering, Analytics and Product team leadership to align on strategy around paid growth, and ensure we’re building the right tools to enable successful execution.About youYou’re passionate about performance marketing that delivers massive and measurable results for the businessYou’re constantly looking at results and actively pushing new initiatives to drive growth and optimization across channelsYou are highly analytical, and thrive working with large datasets alongside data scientists, engineers and analysts to drive better performanceYou have not only built large performance marketing programs, but have also built and led strong performance marketing teamsYou’re outgoing, friendly, and connect easily with a diverse range of peopleResponsibilitiesLead strategy for paid marketing at Company for prosPartner with Customer marketing team to make marketplace supply decisions and share channel best practices, infrastructure and channel roadmapExpand current channels through ongoing optimization, and build out new channels to drive future Company growthPartner with Analytics, Eng and PM to drive strategy around attribution, tracking, and landing experiences for all paid marketingWork closely with Creative to develop highly performant adsWork closely with Lifecycle and PMM teams to make sure we’re optimizing acquisition efforts alongside strong onboarding, lifecycle, and product effortsRequirements7+ years experience building and leading performance marketing teams at organizations with complex campaigns and significant budgetsMust have hands-on experience personally managing SEM, Facebook, or other digital channels, as well as working with agencies/teams to executeHave built and managed teams of 3+, and have worked cross-functionally with engineers, analysts and PMsStrong analytical skills, including experience in spreadsheets, SQL, analytics and bid management toolsExperience marketing to both consumer and business audiencesExperience at a high-growth tech companyCompelling strategy leader, with excellent verbal and written communication skillsBonus PointsExperience with email/notifications, SEOExperience with AdWords API / Scripts, Github, Python, and ScalaExperience with a variety of online and offline channels (direct mail, podcasts, mobile ads, etc.) "
125,Walmart,VP of Engineering,"San Bruno, CA",https://job-openings.monster.com/vp-of-engineering-san-bruno-ca-us-walmart/a43c8d86-70ed-49ec-ae6b-e25780057936, ,Monster,Data Scientist,San Bruno, CA,"As the world’s largest retailer, Company has an unmatched retail data asset, and we have the opportunity to use data to deliver lower prices, better products and help our customers live better. We are transforming the way that we work to become the world’s leading data-driven retailer, and are seeking an experienced business leader to manage Company’s data asset spanning data acquisition (across internal sources and third party partnerships), quality, governance, compliance and engineering. This initiative covers all areas of Company’s business across stores, e-commerce, supply, merchandising and customer interactions, and this role is a central leadership element in Company’s overall data strategy mission. The Data Enablement Lead will report to the Chief Data Officer, and will collaborate with senior executives from across the business including the leaders of key functional domains (e.g. supply chain, merchandising, customer), business lines (e.g. online grocery, health and wellness), technology teams and enterprise functions (e.g. HR, legal and procurement).  Key Responsibilities:   Protecting and governing our data asset   Develop and drive adoption of policies and procedures for the management, governance, and productization of Enterprise Data assets, including monitoring/audit and issue escalation paths   Define standards for managing data across its lifecycle at Company (across domain-specific data marts and operational stores, and the central data warehouse/lake)   Create the framework for handling governance globally to support local market needs and compliance regulations   Define and track ownership of datasets across Company   Define, measure and report on data quality and availability, and develop a plan within and across domains to improve these metrics   Work with data stewards to identify appropriate measures and levels of quality and determine the work required to deliver high quality data   Identify critical datasets that are used across domains, and lead the agreement of standards and ownership that will ensure effective availability and quality of these datasets   Run cross-company executive forums (lead the Data Risk and Protection Forum, and support Data Value Creation Forum) to share best practice, resolve interdependencies and drive progress   Maintain a single catalog for data across Company, with appropriate rich metadata to enable productive self-service usage   Ensure that corporate and regulatory policies for data handling are implemented in specific procedures and tools for security, retention, access and storage   Partner with the data & analytics technology platform team to ensure that tools are fit for purpose and support an agile and scalable organization, particulary in relation to data governance and stewardship   Define and drive adoption of best practices for data stewards, and establish target skills, career path, training programs and best practice sharing events for this community   Increase Company’s readiness to understand, manage, and drive responsible insights from its data assets. Partnering with the broader CDO team, develop and implement training modules, webinars, and collateral to drive awareness and action on industry best practices, tools, and capabilities.   Delivery of self-service access to clean, usable data for our business users, analysts, developers and data scientists   Manage Data Solution teams in defining the transformations and engineering work required to deliver datasets with the appropriate characteristics (e.g. format, completeness/coverage, quality, latency) for the desired usage patterns and use cases, drawing on input from the Data Value Lead, data stewards and domain product managers   Managing Data Engineering teams in the delivery of data transformation pipelines and self-service data environmentCompany SummaryThe Company eCommerce team is rapidly innovating to evolve and define the future state of shopping. As the world’s largest retailer, we are on a mission to help people save money and live better.  With the help of some of the brightest minds in technology, merchandising, marketing, supply chain, talent and more, we are reimagining the intersection of digital and physical shopping to help achieve that mission.Position SummaryAs the world’s largest retailer, Company has an unmatched retail data asset, and we have the opportunity to use data to deliver lower prices, better products and help our customers live better. We are transforming the way that we work to become the world’s leading data-driven retailer, and are seeking an experienced business leader to manage Company’s data asset spanning data acquisition (across internal sources and third party partnerships), quality, governance, compliance and engineering. This initiative covers all areas of Company’s business across stores, e-commerce, supply, merchandising and customer interactions, and this role is a central leadership element in Company’s overall data strategy mission. The Data Enablement Lead will report to the Chief Data Officer, and will collaborate with senior executives from across the business including the leaders of key functional domains (e.g. supply chain, merchandising, customer), business lines (e.g. online grocery, health and wellness), technology teams and enterprise functions (e.g. HR, legal and procurement).  Key Responsibilities:   Protecting and governing our data asset   Develop and drive adoption of policies and procedures for the management, governance, and productization of Enterprise Data assets, including monitoring/audit and issue escalation paths   Define standards for managing data across its lifecycle at Company (across domain-specific data marts and operational stores, and the central data warehouse/lake)   Create the framework for handling governance globally to support local market needs and compliance regulations   Define and track ownership of datasets across Company   Define, measure and report on data quality and availability, and develop a plan within and across domains to improve these metrics   Work with data stewards to identify appropriate measures and levels of quality and determine the work required to deliver high quality data   Identify critical datasets that are used across domains, and lead the agreement of standards and ownership that will ensure effective availability and quality of these datasets   Run cross-company executive forums (lead the Data Risk and Protection Forum, and support Data Value Creation Forum) to share best practice, resolve interdependencies and drive progress   Maintain a single catalog for data across Company, with appropriate rich metadata to enable productive self-service usage   Ensure that corporate and regulatory policies for data handling are implemented in specific procedures and tools for security, retention, access and storage   Partner with the data & analytics technology platform team to ensure that tools are fit for purpose and support an agile and scalable organization, particulary in relation to data governance and stewardship   Define and drive adoption of best practices for data stewards, and establish target skills, career path, training programs and best practice sharing events for this community   Increase Company’s readiness to understand, manage, and drive responsible insights from its data assets. Partnering with the broader CDO team, develop and implement training modules, webinars, and collateral to drive awareness and action on industry best practices, tools, and capabilities.   Delivery of self-service access to clean, usable data for our business users, analysts, developers and data scientists   Manage Data Solution teams in defining the transformations and engineering work required to deliver datasets with the appropriate characteristics (e.g. format, completeness/coverage, quality, latency) for the desired usage patterns and use cases, drawing on input from the Data Value Lead, data stewards and domain product managers   Managing Data Engineering teams in the delivery of data transformation pipelines and self-service data environmentMinimum Qualifications  Bachelor’s degree in relevant discipline. MBA or Technical Master’s Degree preferred.   At least 15 years of professional experience in data-intensive companies, in roles that were responsible for enterprise data management and governance   Experience of managing data compliance and risk is essential   Experience of defining data procedures and policies across an enterprise is highly essential   Background in running data acquisition (across internal sources and the external market ecosystem) and handling negotiation of data partnerships is essential   Background in managing data governance and engineering teams is highly desirable.   Previous roles with leading companies in the retail industry is a plus   Entrepreneurial attitude, and ability to drive change and navigate ambiguity when building new capabilities in an enterprise setting.    Background in managing technology teams and partnering with technology/IT leaders is highly desirable.   Good knowledge of agile methodologies and tools is highly desirable.   Passion for serving customers and understanding/delivering against their needs.   Track record of hiring, managing, and retaining high-performing teams.   Superior executive relationship building and communication skills, and experience in working/driving results across teams in different disciplines (product, security, sales, legal, compliance, HR, etc.), including communicating recommendations to senior leaders. Experience working in a global environment, both with internal and external stakeholders, is a plus. "
