,Company,Title,Location,Salary,URL,Site,Keyword,City,State,Description
101,Kelly Scientific Resources,Process Scientist I/II,"Fremont, CA 94555, USA",Full Time,https://www.careerbuilder.com/job/J3W0SB76DSMRQTJWGX6?ipath=JRGZ102&keywords=data+scientist&location=california&searchid=186a0089-05a4-4cef-b033-72163df068cb%3AAPAb7IRdV5UNyscQZKHYXdqNvSmrl4AkUg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Fremont, CA 94555,"Job Description

 As the world's largest provider of HR solutions to the scientific community, Kelly Scientific Resources is focused exclusively on placing skilled scientific professionals in contract, contract-to-hire, and full-time science jobs across a full spectrum of related industries and disciplines. We have an exciting opportunity at in Fremont, CA for a Process Scientist I/II position.Job Title:  Process Scientist I/IIPosition Term: 1 Year (Temporary) Duties:
 The candidate will contribute strong analytical skills, attention to detail, and the ability to deliver results in a fast-paced working environment.
 Candidate will be expected to perform a variety of analytical techniques in support of process development studies. Relevant techniques are UV/Vis, amino acid analysis by HPLC, affinity assays by HPLC, purity by capillary electrophoresis (CE or LabChip), size exclusion chromatography by HPLC and charge variants by cation exchange chromatography. Other potential techniques are immuno-based assays for binding and impurity analysis (ELISA, Octet, Biacore), as well as qPCR. Other duties include:  Initiate and complete scientific experiments
 Independently execute test methods
 Analyze and critically review analytical data
 Present analytical results in a clear manner
 Perform basic troubleshooting for technical problems
 
 

Skills:
 BS with 4+ years in protein analytics, MS with 2+ years experience
 Hands-on experience in protein analytics, with experience in 1 or 2 of the above described analytical assays
 Excellent written and oral communication skills
 Ability to work in a team environment

Education/Experience:
 Bachelor’s or Master’s degree in Chemistry, Biology, or a related field



Why Kelly®?
With Kelly, you’ll have access to some of the world’s highest-regarded scientific organizations—
providing you with opportunities to work on today’s most challenging, research-intensive, and relevant
projects. Our connections can lead you to innovative scientific pursuits you’ll be proud to help
advance. We work with 95 of the Fortune 100™ companies, and found opportunities for more than 9,000
scientific professionals last year.
You pursued a career in science to fuel your quest for knowledge and your desire to make the world
a better place. Let Kelly fuel your career—connect with us today.
About
Kelly Services®
As a workforce advocate for over 70 years, we are proud to directly employ nearly 500,000 people around the world and have a role in connecting thousands more with work through our global network of talent suppliers and partners. Revenue in 2017 was $5.4 billion. Visit kellyservices.com and connect
with us on Facebook, LinkedIn and Twitter.
Kelly Services is an equal opportunity employer including, but not limited to, Minorities, Females,
Individuals with Disabilities, Protected Veterans, Sexual Orientation, Gender Identity and is
committed to employing a diverse workforce. Equal Employment Opportunity
is The Law."
102,Astrix Technology Group,Sr. Associate Scientist,"South San Francisco, CA, USA",Full Time,https://www.careerbuilder.com/job/JD969B6355JC7FK206D?ipath=JRGZ103&keywords=data+scientist&location=california&searchid=186a0089-05a4-4cef-b033-72163df068cb%3AAPAb7IRdV5UNyscQZKHYXdqNvSmrl4AkUg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,South San Francisco, CA,"Job Description




 We are seeking an energetic and highly motivated Associate Scientist who will be part of our client's Mammalian Expression team, supporting production of antibodies and recombinant proteins. The successful candidate will be part of a team supporting lead identification for therapeutic proteins and protein reagent production for our client's Discovery Research. This individual will perform day-to-day, hands-on operation for protein expression from mammalian cells.  
 
 Responsibilities for this individual will include  
 ●  Mammalian expression of recombinant gene constructs  
 ●  Perform small to large-scale protein production runs for protein purification and carry out expression characterization such as gel electrophoresis, western-blot and FACS  
 ●  Operate, and when appropriate optimize, medium to large scale production processes.  
 ●  Appropriately record data in notebooks and laboratory databases as per company policies  
 ●  Present data to project teams as needed  
 ●  Participate in general lab maintenance including maintaining laboratory supplies and equipment  
 ●  Work closely with different groups across functions, collaborate within a highly multidisciplinary environment  
 





Job Requirements

Basic Qualifications 
Master’s degree & 5 years of scientific experience 
OR 
Bachelor’s degree & 7 years of scientific experience
 
Preferred Qualifications 
·         MS in Cell Biology, Biochemistry, Molecular Biology, or related field, with a minimum of 5 years laboratory experience with cell culture, preferably in an industry environment 
·         Extensive experience with recombinant protein expression in mammalian cell systems is a must 
·         Protein expression analysis techniques (e.g. gel electrophoresis, Western Blot, flow cytometry) are required 
·         Hands-on experience with WAVE and/or tank bioreactors is preferred 
·         Working knowledge in molecular biology and protein biochemistry is preferred 
·         Hands-on experience with lab automation is a plus 
·         Ability to identify, develop and implement scientific solutions to practical problems 
·         Attention to details and strong problem solving skills 
·         Excellent communication, collaboration, and organizational skills are essential. 
·         Must be a motivated team player with commitment to quality and timeline. 
 "
103,Kelly Scientific Resources,"Scientist I (S. San Francisco, CA)","South San Francisco, CA 94080, USA",Full Time,https://www.careerbuilder.com/job/J3Q0SX6KLGXW492PTDQ?ipath=JRGZ104&keywords=data+scientist&location=california&searchid=186a0089-05a4-4cef-b033-72163df068cb%3AAPAb7IRdV5UNyscQZKHYXdqNvSmrl4AkUg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,South San Francisco, CA 94080,"Job Description

Scientist I (S. San Francisco, CA)We are proud to offer an exciting temp. opportunity to work as a Scientist I at an innovative, entrepreneurial and well-known Pharmaceutical company located in the South San Francisco.Temporary Assignment for 3 years Job Description:The Drug Metabolism and Pharmacokinetics (DMPK) Department at our Company is dedicated to enabling the discovery, development and commercialization of safe and effective medicines by elucidating the absorption, distribution, metabolism, excretion and pharmacokinetic properties of small molecule drug candidates. We accomplish this through the application of state of the art technologies and sciences of bioanalysis, drug metabolism, drug transport and pharmacokinetics. The DMPK group works in close partnership with disciplines such as medicinal chemistry, pharmacology, toxicology, pharmaceutical sciences, clinical pharmacology and regulatory to optimize leads, select clinical candidates, conduct preclinical development studies, support clinical evaluation and contribute to IND and NDA filings. The Biotransformation group is seeking a highly motivated individual to apply drug metabolism in drug design. Primary responsibilities include:
 Hands on work in metabolite identification by high-resolution LC-MS/MS and determine the biotransformation pathways of peptides and small molecules 
 Solid understanding of drug metabolizing enzymes (e.g., CYP, hydrolyases)
 Design, perform and interpret drug metabolism studies with focus on characterizing metabolic pathways and soft-spots in drug discovery
 Develop LC-MS/MS methods for challenging molecules
 At advanced level, integrate metabolism information into guiding chemistry designs

 Qualified candidates will meet the following requirements:
 BS/MS/ PhD in Chemistry/Biochemistry/Pharmaceutical Sciences or related field with 2+ (BS/MS) or 0-3 (PhD) years of industry experience in analytical sciences.
 Strong background in organic chemistry and drug metabolism reactions.  
 Strong skills in qualitative LC-MS/MS instrumentation and data analysis, method development and trouble-shooting. Experience with quantitative LC-MS/MS is a plus.
 Experience with high-resolution MS-based structural elucidation of unknown structures of small molecules and peptides, common chemical derivatization techniques to identify site of metabolism, and use of isotopically labeled reagents to aid the understanding of enzyme reactions. 
 Experience with biotransformation of macrocyclic peptides, proteomics and nanospray LC-MS is a plus. 

 Apply Now! 

Why Kelly®?
With Kelly, you’ll have access to some of the world’s highest-regarded scientific organizations—
providing you with opportunities to work on today’s most challenging, research-intensive, and relevant
projects. Our connections can lead you to innovative scientific pursuits you’ll be proud to help
advance. We work with 95 of the Fortune 100™ companies, and found opportunities for more than 9,000
scientific professionals last year.
You pursued a career in science to fuel your quest for knowledge and your desire to make the world
a better place. Let Kelly fuel your career—connect with us today.
About
Kelly Services®
As a workforce advocate for over 70 years, we are proud to directly employ nearly 500,000 people around the world and have a role in connecting thousands more with work through our global network of talent suppliers and partners. Revenue in 2017 was $5.4 billion. Visit kellyservices.com and connect
with us on Facebook, LinkedIn and Twitter.
Kelly Services is an equal opportunity employer including, but not limited to, Minorities, Females,
Individuals with Disabilities, Protected Veterans, Sexual Orientation, Gender Identity and is
committed to employing a diverse workforce. Equal Employment Opportunity
is The Law."
104,Nesco Resource,Bioinformatics Scientist,"Upland, CA 91786, USA",Full Time,https://www.careerbuilder.com/job/J3Q33669C9G20BR2YGB?ipath=JRGZ105&keywords=data+scientist&location=california&searchid=186a0089-05a4-4cef-b033-72163df068cb%3AAPAb7IRdV5UNyscQZKHYXdqNvSmrl4AkUg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Upland, CA 91786,"Job Description



We are seeking a computational scientist to join the immune-oncology bioinformatics team.The candidate will Develop and implement algorithms for the analysis of NGS data to identify biomarkers and predictors of response, adverse events and resistance to immuno-oncology therapeutics.

Analyze and summarize molecular data derived from oncology clinical trials, both from in-house and public databases.



Requirements –



M.S or Ph. D in Bioinformatics, Computational Biology, Statistics, Applied Mathematics or related filed.2 + years of experience in developing and applying computational biology methods to biological data.

Expertise in R preferred

Hands-on analysis experience with NGS datasets and scripting in python.

Experience in identifying biomarkers and predictors required"
105,Eurofins,Scientist I - Microbiology,"Monrovia, CA, 91016, USA",Full Time,https://www.careerbuilder.com/job/J3M5JH77H6Q0X4219Z1?ipath=JRGZ106&keywords=data+scientist&location=california&searchid=186a0089-05a4-4cef-b033-72163df068cb%3AAPAb7IRdV5UNyscQZKHYXdqNvSmrl4AkUg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Monrovia, CA,"Job Description

 Scientist I 


Employee Responsibilities:


   Routine coliform and HPC analysis 
 Perform AOC, Legionella, Enterococcus, Pseudomonas analysis 
 Quality Control responsibilities 
 Perform data process, data entry and written documentation and validation 
 Perform client notification 
 Media making tasks 
 The Ideal Candidate would possess: 

   Lab experience in college or industry preferred 
 Excellent aseptic technique 
 Excellent written and communication skills 
 Excellent documentation skills 
 Excellent attention to details 
 Ability to work independently as well as in a team environment 
 Minimum Qualifications: 

   Bachelor's degree in biology, chemistry, or other related degree concentration, or equivalent directly-related experience (two years of directly related industry experience is equivalent to one full-time year of college in related major) 
 Weekday/weekend position with possible overtime and holidays if necessary 
 Authorization to work in the United States indefinitely without restriction or sponsorship 
This is a full-time position, Monday - Friday 9:30am-6:00pm, with rotating weekends and overtime as needed. Candidates currently living within a commutable distance of Monrovia, CA are encouraged to apply.   As a Eurofins employee, you will become part of a company that has received national recognition as a great place to work. We offer excellent full-time benefits including comprehensive medical coverage, life and disability insurance, 401(k) with company match, paid holidays and vacation, personal days, and dental and vision options.    To learn more about Eurofins, please explore our website www.eurofinsus.com .     Eurofins is a M/F, Disabled, and Veteran Equal Employment Opportunity and Affirmative Action employer.    Eurofins Eaton Analytical, Inc. is the largest potable water testing laboratory in the US, with over 100,000 combined square feet of laboratory space and nearly 200 qualified staff at our East and West coast laboratories and Service Centers. Eurofins Eaton Analytical recognizes water quality to be critical to public health protection, whether in water supplies or as a component of food and beverages. With our continued investment in emerging contaminant analyses and the ability to meet ever more stringent standards, Eurofins Eaton Analytical provides clients with a trusted laboratory partner that can respond to their needs 24/7 from multiple locations.   We are looking forward to receiving your application including your expected salary and possible start date via our career website.  "
106,Headway Technologies,Materials Scientist,San Jose,Full Time,https://www.careerbuilder.com/job/J3T4VT64CTVNZYSXCHW?ipath=JRGZ107&keywords=data+scientist&location=california&searchid=186a0089-05a4-4cef-b033-72163df068cb%3AAPAb7IRdV5UNyscQZKHYXdqNvSmrl4AkUg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,San Jose,,"Job Description

JOB DESCRIPTION  TITLE: MATERIALS SCIENTIST  FLSA STATUS: EXEMPT  REPORTS TO: SR. DIRECTOR OF WAFER CHARACTERIZATION  SUMMARY: Under the direction of the Sr. Director of Wafer Characterization, the Materials Scientist performs the materials and physical characterization of development and product devices; designs and conducts experiments using Dual Beam and XRD, analyzes results, summarizes findings, and makes recommendations regarding future impact to current processes or materials in development such as recording heads, HDD wafers, MRAM, or other devices. This position is located in Milpitas, California.ESSENTIAL FUNCTIONS: 
Performs the materials and physical characterization of development and product devices
Designs and conducts experiments using primarily Dual Beam, SEM, and XRD systems
Uses Dual Beam to perform TEM sample preparation using both in-situ and ex-situ methods
Works to continuously improve current or future materials or processes by reviewing and monitoring sample data, summarizing findings, and recommending corrective action
Proactively responds to issues related to materials quality or the characterization process and initiates resolution
Reviews and analyzes data, creates reports, and presents findings to panels, groups, teams, or departments as required
Trouble shoots issues and coordinates the repair of equipment/tools as needed
Interacts and responds to inquiries from other product groups regarding process-related issues and product or device requirements
Adheres to all safety policies and procedures as required
Performs other duties of a similar nature or level
  MINIMUM QUALIFICATIONS: 
Master's degree in Materials Science, Chemical Engineering, or Physics, and/or equivalent relevant experience; PhD preferred
Five years of hands on experience working in the magnetic recording head or semiconductor industry using Crystallography, Diffraction, Dual Beam, SEM, XRD, and EDS
Knowledge of (S)TEM preferred
Proficient in the use of Microsoft Office Applications
Knowledge, Skills, and Abilities:
Proficient in the knowledge and operation of Dual Beam, SEM, XRD, XRR, and EDS; knowledge of (S)TEM preferred
Knowledge of semiconductor or HDD industry principles, practices, and techniques
Knowledge and ability to prepare samples, conduct experiments, interpret complex data, and recommend correction action
Knowledge and ability to use Microsoft Office applications to create spreadsheets, Word documents, and presentations
Able to independently create reports, presentations, and written analysis summaries
Strong ability to communicate effectively, both verbally and in writing, with all levels of contractors, consultants, employees, and management
Able to work productively and collaboratively with all levels of employees and management
Able to comply with all safety policies and procedures
Demonstrated ability to understand and carryout complex instructions given verbally or in writing
Demonstrated organizational and time management skills
Demonstrated problem-solving and trouble shooting skills
Flexible and able to prioritize
WORKING CONDITIONS:The Materials Scientist works primarily in a laboratory environment from Monday to Friday. The schedule may be altered from time-to-time to meet business or operational needs; may travel from building-to-building as needed. Spends a majority of time in a seated position, but occasionally stands and walks; performs various fine grasping movements, bends, and twists; operates a computer and enters information using a keyboard, operates a telephone, and other office equipment. May occasionally be required to push, pull, or lift up to 10 pounds.  *Other duties of a similar nature or level are duties that may be required, but may not be specifically listed in the job description or posting.  TDK/Headway Technologies, Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, or genetics. Applicants requiring accommodation in order to complete the application process should contact the Headway Human Resources Department. "
107,Nesco Resource,Synthetic Biology Scientist,"Carlsbad, CA, USA",Full Time,https://www.careerbuilder.com/job/J3S4GX6SCYLPRPYGTYB?ipath=JRGZ108&keywords=data+scientist&location=california&searchid=186a0089-05a4-4cef-b033-72163df068cb%3AAPAb7IRdV5UNyscQZKHYXdqNvSmrl4AkUg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Carlsbad, CA,"Job Description

Synthetic Biology Scientist

When you're part of the team with our client, you'll do important work, like helping customers in finding cures for cancer, protecting the environment or making sure our food is safe. Your work will have real-world impact, and you'll be supported in achieving your career goals.

How will you make an impact?
We are seeking a creative and motivated Scientist II to join our rapidly growing genome engineering team. The candidate will be responsible for developing new products and will work closely with cross-functional teams including Bioinformatics, Marketing, Technical Service and/or Operations.

What will you do?
Successful candidates will have a strong cell biology experience with a background in genome editing applications including hands-on experience in mammalian cell culture, handling large cloning projects, and functional protein activity screens. The candidate will work independently in a fast-paced environment with very supportive teammates.

Work with the team to design experimental plans, analyzes experimental data, generates laboratory protocols, and writes technical reports, quantitative analyses, and product summariesTroubleshoots and solves difficult problems in the design/execution of development projectsInvestigates, creates, and incorporates new methods and technologies to improve the effectiveness of development workflowsMaintains accurate lab notebook to support protection of intellectual property in accordance with relevant Thermo Fisher required standardsPresents data at scientific conferences (external and internal)Interacts closely with other internal departments (i.e., Marketing, Business Development, Quality, Operations and/or Technical Services)Complies with all company safety, training, and quality regulations

How will you get here?
A Master's degree in Molecular Biology, Biochemistry, Genetics, or a related discipline and 1-2 plus years of lab experience is required. Alternately, a Bachelor's degree with 3 plus years of experience is acceptable. Protein characterization experience is preferred. Prior industrial experience is desirable.

Strong cloning experience (standard cloning, PCR, mutagenesis, sequencing)Strong mammalian cell culture experience in multiple cell linesExperience with genome editing (CRISPR, etc)Experience in characterizing proteins (PAGE gels, functional assays, etc)


Knowledge, Skills, Abilities

Background in working with proteins and bacterial functional screens
Proven proficiency in data analysis, research design, troubleshooting, and the evaluation of new techniques and procedures for manufacturing reagents, systems, products or technologies"
108,Labcyte Inc.,Senior Scientist,"San Jose, CA, 95134, USA",Full Time,https://www.careerbuilder.com/job/J3V1C16G10PCQYRRQ0N?ipath=JRGZ109&keywords=data+scientist&location=california&searchid=186a0089-05a4-4cef-b033-72163df068cb%3AAPAb7IRdV5UNyscQZKHYXdqNvSmrl4AkUg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,San Jose, CA,"Job Description

Labcyte Inc., is a global biotechnology tools company headquartered in San Jose, California, that is revolutionizing liquid handling.  The Echo® liquid handling systems use sound to accurately and precisely transfer liquids using non-contact dispensing.  Labcyte instruments are used worldwide by pharmaceutical and biotechnology companies as well as contract research organizations and academic institutions.  Labcyte’s customers work across a wide spectrum of biology including drug discovery, genomics, proteomics, diagnostics & mass spectrometry.
Labcyte Inc. seeks a highly motivated candidate to join its R&D team. This incumbent will be a critical hire in the biological systems team within Labcyte R&D. The role will participate in new product development using our novel low-volume liquid handling instrumentation and platforms with a focus on high speed, noncontact dispensing for biological applications. The ideal candidate must be able to:
Responsibilities:

Work independently and as a member of cross-functional teams to:

Support research and development by test and verification of new instruments, capabilities, consumables, workflows, and automation platforms.
To ensure alignment and efficiency in designing, planning development efforts and plan execution to support project goals successfully for productization.



Contribute with hands-on participation in the development of new molecular biology/chemistry applications and concepts to support company growth.

Demonstrated ability to solve problems independently, run experiments, analyze data, interpret results and modify procedures, present results in public and maintain experimental records.

Be a technical leader and team player in a multidisciplinary environment

Keep a detailed laboratory notebook and summarize work in research reports and team meeting presentations.

Author protocols, reports, SOPs, work instructions and other product related documents as needed.

Track progress of projects, be flexible, be able to handle multiple projects and help drive key decisions with solid testing data and scientific leadership.

Provide staff with technical guidance and training, as well as identifying resources needed to meet or exceed project goals.

Expected to attend scientific conferences and to present scientific results (posters, presentations and publications) in this arena.

Position Requirements: 

Ph.D. in Biochemical/ Chemical/ Biomedical or Bio Engineering, Molecular Biology/ Biochemistry/Chemistry or related discipline with 0-3 years of industrial experience or M.S. in equivalent majors with 3-6 is years of industrial experience required.

Self-motivated scientist with proven proficiency in data analysis, research design, troubleshooting, and the evaluation of new technologies and procedures.

Practical experience with cell and molecular biology assays including nucleic acid extraction, gene expression qPCR, mammalian cell cultures, immunoassays, cloning and editing technologies.

Experience with Next Generation Sequencing (NGS) library preps and interpretation of data for Roche (454), Illumina MiSeq and HiSeq, PacBio or Ion Torrent sequencing platforms.

Familiarity with medium and high-throughput assays such as 96, 384 or 1536 well platforms.

Demonstrated ability to work independently and in a team environment to solve research-related problems and implement new technologies. Strong interpersonal skills to thrive in a team environment.

Knowledge of laboratory techniques and safety.

Possesses good oral and written communication abilities and strong organizational skills. Can author abstracts for poster presentation at conferences, study plans and protocols for projects on corporate road map and external collaborations.

Desirable Skills and Attributes:

Experience with laboratory liquid handling and automation equipment.
Experience working with BSL-2+ level human pathogens and human clinical material, including bacterial and viral pathogens.
Experience in bioinformatics.
Experience with synthetic biology.
Experience with Image J or similar image analysis tools.
Experience with technology and product development from concept to commercial release.

#CB"
109,Pharmavite® LLC,Product Development Principal Scientist,"Santa Clarita, CA, 91355, USA",Full Time,https://www.careerbuilder.com/job/J3S6XM75WP1P9JYV24N?ipath=JRGZ110&keywords=data+scientist&location=california&searchid=186a0089-05a4-4cef-b033-72163df068cb%3AAPAb7IRdV5UNyscQZKHYXdqNvSmrl4AkUg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Santa Clarita, CA,"Job Description

In this role, the Principal Scientist will effectively manage all aspects of the formulation, product/process development, scale up and commercialization of dietary supplement dosage forms. Explores and conducts research in relevant technologies. Focuses on providing enabling technology advancements in dietary supplement dosage forms and functional foods to drive innovation and point of differentiation. The ideal candidate will possess the following:   * Proficient in applying theoretical principles to create applied guiding principles. * Demonstrates deep understanding of technical product development knowledge and abilities. * Comprehensive knowledge and practical experience in developing innovative functional products with bioactive fortification. * Ability to communicate, lead, and influence effectively in a cross-functional team environment especially with Marketing and Operations. * Ability to analyze data. Strong problem solving skills. * Ability to work in a lab, pilot, and plant and production environment and stand long period. * Requires at least a four-year college or university degree or its equivalent in Food Science, Chemistry, Pharmacy, or other relevant science degree * PhD or Master degree is preferred.  We are proud to offer: We aspire to nurture a culture of inclusion that enables and encourages all of our employees to thrive. Bringing the gift of health to life begin with all of us. Here are a few ways we do that:  * Competitive salary with a bonus program * Eligibility for our benefits on your first day of employment (medical, dental vision) * An opportunity to be part of a health/wellness organization * Annual wellness discounts * 401K with company matching * Educational assistance * Monthly free products * 11 paid holidays per year * An opportunity to work with passionate people who care deeply about our purpose and each other! Pharmavite facility is located in the greater Los Angeles area - Valencia, CA. Visit our website at Pharmavite.com Your next leadership opportunity is just a click away! Pharmavite is an equal employment and affirmative action employer F/M/Disability/Vet. Visit our Product Web Sites: http://www.naturemade.com/ #Pharmavite #Health #Wellness #principal #scientist #greatpeople #fun      Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled"
110,Kelly Scientific Resources,Scientist (Genome Engineering Specialist),"Redwood City, CA, USA",Full Time,https://www.careerbuilder.com/job/J3M5TY6P2TSK93PWTJK?ipath=JRGZ111&keywords=data+scientist&location=california&searchid=186a0089-05a4-4cef-b033-72163df068cb%3AAPAb7IRdV5UNyscQZKHYXdqNvSmrl4AkUg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Redwood City, CA,"Job Description

Kelly Scientific Resources is a specialty service of Kelly Services®. Kelly Scientific Resources is focused exclusively on placing skilled scientific professionals in contract, contract-to-hire, and full-time science jobs across a full spectrum of related industries and disciplines. We have an exciting opportunity in Redwood City, CA for a Scientist, Genome Engineering Specialist, position.Job Title: Scientist (Genome Engineering Specialist)Term: Full Time (direct hire)Duties: 
 Responsible for the generation of custom cell lines using genome engineering reagents and technologies
 Ability to supervise a supporting team of cell culture research associates and cell banking technicians
 Responsible for solving challenging genome engineering problems, ensuring processes are executed correctly while working to develop new and improved protocols, instrumentation, and assays
 Work closely with multidisciplinary contributors to build a semi-automated cell engineering operation, focused on delivering custom engineered cell lines for research and customer needs
 Must have extensive hands-on cell line generation experience using CRISPR/Cas9 genome editing on a variety of cell types or animals
 Experience culturing different mammalian cell types including human iPSCs, ESCs and primary cells
 Strong molecular biology skills including gDNA, PCR and RNA isolation and molecular cloning skills Innovative publications and excellent oral and written communication skills and organizational skills
 Develop and optimize protocols for CRISPR experiments and cell imaging methods
 Supervise cell culture research associates, as required
 Track new techniques and technologies in CRISPR genome editing space

Experience/Skills:
 M.S. or Ph.D. in synthetic/molecular biology, biochemistry, or bioengineering 4+ years of life sciences wet lab experience including operating scientific instrumentation, a must
 Significant experience in eukaryotic cell culture systems with demonstrated experience in working with clonal cell populations
 Strong molecular biology skills including gDNA, PCR and RNA isolation and molecular cloning skills
 Experience developing or optimizing scientific protocols


 Ability to contribute to the design and analysis of experimental procedures by incorporating the views of others to conduct where appropriate in parallel more than one agreed area of work to agreed timelines
 Fluorescence microscopy and/or FACS Experience in culturing difficult cell lines, a plus
 Automation robotics and high-throughput experience NGS library prep and data analysis, a plus
 Ability to code in Python or a similar high-level language, a plus



Why Kelly®?
With Kelly, you’ll have access to some of the world’s highest-regarded scientific organizations—
providing you with opportunities to work on today’s most challenging, research-intensive, and relevant
projects. Our connections can lead you to innovative scientific pursuits you’ll be proud to help
advance. We work with 95 of the Fortune 100™ companies, and found opportunities for more than 9,000
scientific professionals last year.
You pursued a career in science to fuel your quest for knowledge and your desire to make the world
a better place. Let Kelly fuel your career—connect with us today.
About
Kelly Services®
As a workforce advocate for over 70 years, we are proud to directly employ nearly 500,000 people around the world and have a role in connecting thousands more with work through our global network of talent suppliers and partners. Revenue in 2017 was $5.4 billion. Visit kellyservices.com and connect
with us on Facebook, LinkedIn and Twitter.
Kelly Services is an equal opportunity employer including, but not limited to, Minorities, Females,
Individuals with Disabilities, Protected Veterans, Sexual Orientation, Gender Identity and is
committed to employing a diverse workforce. Equal Employment Opportunity
is The Law."
111,Eurofins,Scientist,"Monrovia, CA, 91016, USA",Full Time,https://www.careerbuilder.com/job/J3W5XK6Z1DTV8F4LMT7?ipath=JRGZ112&keywords=data+scientist&location=california&searchid=186a0089-05a4-4cef-b033-72163df068cb%3AAPAb7IRdV5UNyscQZKHYXdqNvSmrl4AkUg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Monrovia, CA,"Job Description

Eurofins Eaton Analytical, Inc. is the largest potable water testing laboratory in the US, with over 100,000 combined square feet of laboratory space and nearly 200 qualified staff at our California and Indiana facilities. We also maintain service centers in Washington, Arizona, Colorado, North Carolina, Pennsylvania, and Florida. We serve more than 500 clients across the United States and in more than 100 foreign countries and are certified to perform Safe Drinking Water Act compliance analysis across the country. 
Eurofins Eaton Analytical, a nationally recognized laboratory, is searching for a Scientist in Monrovia, CA. This position will be with our Microbiology department. 

Scientist responsibilities include, but are not limited to, the following:    •Routine coliform and HPC analysis   •Perform AOC, Legionella, Enterococcus, Pseudomonas analysis   •Quality Control responsibilities   •Perform data process, data entry and written documentation and validation   •Perform client notification 

 The ideal candidate would possess:    •Excellent aseptic technique   •Excellent written and communication skills   •Excellent documentation skills   •Excellent attention to details   •Ability to work independently as well as in a team environment   •Bachelors degree in biology field 

 Basic Minimum Qualifications:    •Two years of college level sciences courses with labs   •Weekday position with possible overtime, weekends and holidays if necessary   •Excellent documentation skills   •Excellent communication skills 
This is a full-time position with overtime as needed.   Candidates currently living within a commutable distance of Monrovia, California are encouraged to apply.   As a Eurofins employee, you will become part of a company that has received national recognition as a great place to work. We offer excellent full-time benefits including comprehensive medical coverage, life and disability insurance, 401(k) with company match, paid holidays and vacation, personal days, and dental and vision options.   To learn more about Eurofins, please explore our website www.eurofinsus.com.   Eurofins Eaton Analytical is a M/F, Disabled, and Veteran Equal Employment Opportunity and Affirmative Action employer.  "
