,Company,Title,Location,Salary,URL,Site,Keyword,City,State,Description
299,Pacific Community Ventures,"Analyst, Impact Investing Research and Consulting","Oakland, CA", ,https://www.indeed.com/rc/clk?jk=e0b209509d43eb1d&fccid=fd56fd2cab1bde60&vjs=3,Indeed,Data Scientist,Oakland, CA,"We are seeking an Analyst to join Pacific Community Ventures’ Impact Investing Research and Consulting team. Over the past decade, our research projects and client engagements have helped define and build the field of impact investing. Our clients include leading foundations, pension funds, community development finance institutions (CDFIs), fund managers, and policymakers doing groundbreaking work in impact investing. Our projects span a variety of fields including job quality, economic development, financial inclusion, healthy food access, affordable housing, and environmental finance. Many of our research projects are conducted in partnership with other leaders in the field, including the Global Impact Investing Network (GIIN), Impact Management Project (IMP), and the Aspen Institute.

Who We Are

Pacific Community Ventures envisions a world of thriving communities where everyone has a fair shake. Our mission is to invest in small businesses, create good jobs for working people, and make markets work for social good. We achieve our mission through a combination of fair lending, free mentorship, skilled volunteerism, impact investing consulting services, and field-building research.

Our impact investing research and consulting practice helps clients effectively deploy capital and manage investments in alignment with their financial and impact objectives. PCV’s Impact Investing Research and Consulting team works with impact investors to build their capacity to achieve their desired financial returns and social impact through impact strategy development, impact measurement, management, evaluation, training and research. Our work has influenced capital markets for decades and our clients have strengthened local economies, created tens of thousands of good jobs, and driven private and public investments in underserved communities.

Why You’re Needed

You will be a dedicated teammate with strong analytical, writing, research, and communication skills who is passionate about impact investing and is ready to contribute to client and research projects. You should welcome the opportunity and challenge to take growing ownership of key workstreams and deliverables as you gain experience.

Specific Responsibilities:

Support the delivery of high-quality, timely projects that enable PCV and clients to more effectively measure and manage their impact
Design survey instruments and methodologies for data collection from fund managers and portfolio companies
Lead impact data collection and analysis for client projects
Support the development of client deliverables, including PowerPoint presentations, memorandums, and reports
Support the development of high-quality, timely research projects that help scale and improve the efficacy of the impact investing field
Conduct research through literature reviews and interviews with experts, academics, investors, and policymakers
Support the development of publicly available reports and guides
Support the production of content as needed to demonstrate PCV’s thought leadership
Grow industry and sector knowledge by attending industry events and developing strong working relationships with clients and leaders in the impact investing industry
Qualifications, Skills & Experience:

We aim to be a diverse and inclusive place to work. We value new perspectives, original ideas and different ways of working. We believe that diverse views and experiences improve the way we do our work. You should have a strong interest in and dedication to creating social and environmental benefit through impact investing. You should demonstrate strong analytical and communications skills that you are eager to apply to complex social problems. You should be enthusiastic, flexible, and willing to join a small and passionate team working on a myriad of projects across the social impact space.

At least one year of experience in an analytical or research role with prior consulting, investing, measurement, or evaluation experience preferred (please note that the year of experience could include substantial internship experience)
Proven excellence in quantitative and qualitative analysis
Outstanding written, verbal, and visual communication skills
Strong organization and ability to effectively prioritize work across multiple projects
Flexibility and comfort with ambiguity
Experience with sustainability and environmental, social, governance (ESG) data is a plus
Familiarity with ArcGIS is a plus
Location/Travel

This position will be based at our headquarters in Oakland. The role may involve occasional travel to other locations in California and around the United States.

Compensation

As an organization committed to creating good jobs, we walk the talk. We provide excellent benefits for full-time employees, including full health, dental and vision insurance, retirement savings accounts with a generous match which is fully vested immediately, and ample paid time off and holidays."
300,Pivot Bio,Data Scientist,"Berkeley, CA 94710", ,https://www.indeed.com/rc/clk?jk=3792d93d670f3502&fccid=67cbdafccb49f77d&vjs=3,Indeed,Data Scientist,Berkeley, CA 94710,"About Pivot Bio
---------------

Fueled by an innovative drive and a deep understanding of the soil microbiome, Pivot Bio is pioneering game-changing advances in agriculture. Our first commercial product harnesses the power of naturally-occurring microbes to provide nutrients to crops. We are dedicated to providing new sustainable ways for farmers to improve yield as they work to help feed the world's growing population.

We are rapidly expanding our field technology team to improve our ability to measure and predict the sustainability and impact of our product candidates. The Field Technology Data Scientist will be a critical member of this growing team as we increase the number of field trials and as our product pipeline grows. This role will help rapidly test and prototype new measurement approaches, developing analyses and models that drive our decision making around sensor technology development.

Responsibilities:

Collaborate with hardware, agriculture, and plant biology experts to create a fast design-build-test cycle for developing, testing, and deploying sensor technology.
Select and implement computer vision, statistical, and remote sensing analytics techniques to create insights from data.
Build models that rank our product candidates by performance based on field data.

Required Skills and Expertise:

PhD in bio-imaging, remote sensing, or a related field, or 6+ years of relevant experience.
Experience extracting meaningful insights from sensor data, particularly image data.
Expertise writing code for data analysis with Python, OpenCV, and/or GDAL/OGR.
Scrappy, creative, and adventurous in seeking solutions to problems. Hackers wanted.

Preferred Skills:

Experience working with sensor hardware, agriculture, and/or biology.
Experience in data fusion techniques and machine learning.

What we offer:

Work that makes an impact on food sustainability and climate change
Competitive package in an early-stage, disruptive startup
Health/Dental/Vision
401(k) plan
Flexible vacation policy
Exciting opportunity to work with a talented and fun team
Must be authorized to work in the U.S."
301,Charles R. Drew University,RESEARCH ASSISTANT/DATA ANALYST,"Los Angeles, CA 90059", ,https://www.indeed.com/rc/clk?jk=aeda7255c181dc69&fccid=edd38596181d739b&vjs=3,Indeed,Data Scientist,Los Angeles, CA 90059,"Under the general direction of the Director of Health Services Research and Policy Core and Director of Urban Health Institute, the Research Assistant/Data Analyst will be responsible for assisting with the collection, compilation, analysis and interpretation of program data. This includes creation and analytic processing of relational databases, qualitative research results, and policy summaries. Main duties will also include assisting with health-related literature reviews and providing written summaries of key findings for both professional and lay audiences.
Essential Duties
1. Develops and maintains data collection and data management systems.
2. Research, gather, organize, and summarize a wide variety of data for research projects.
3. Develops and implements systems for data monitoring and continuous quality improvement.
4. Monitors data collection activities and quality of data.
5. Utilizes basic biostatistics principals including regression techniques and relational databases.
6. Conducts statistical analyses and interprets data using software programs (Stata, SAS, SPSS, R).
7. Assists in the preparation of progress reports for IRB and funding agencies.
8. Assists with the preparation of proposals, scientific manuscripts, and presentations.
9. Provides training and assistance to scholars in the use of Core’s datasets and resources.
10. Research Internet sites and professional journals for information and articles related to projects.
11. Assists in preparing project evaluation instruments, collect and compiles evaluations, assists in evaluating responses, and prepares summary reports.
12. Prepares and distributes written status reports on project plans, progress, and results of activities.
13. Establish and maintain files and records for a project.
14. High level of integrity and honesty in maintaining the confidentiality of project data.
15. Perform study specific regulatory processes in accordance with appropriate regulations Standard Operating Procedures, and study specific protocols, plans, and processes.
16. Help prepare protocols and applications for IRB review and approval.
17. Ensures the accomplishment of program goals, including determining personnel, material, equipment, and facilities needed.
18. Coordinate data-related activities with community-based collaborators and intervention sites.
19. Assists with the preparation of new grant applications.
20. Other duties and assigned.
Required Qualifications
Regionally accredited Bachelor’s degree.
Familiar with the following software programs:
Statistical analysis software such as Stata, SAS, SPSS, R (preference given to SPSS or SAS proficient).
Proficient in MS Word, Excel, PowerPoint, Access and/or FileMakerPro.
Minimum Requirements
Demonstrated research, assessment, and analytical skills.
Ability to work independently.
Ability to develop or adapt data collection techniques.
Ability to work effectively with participants, community members, and healthcare provider partners.
Effective oral and written communication skills.
Prior NIH research project support, public health training, health information technology projects, or health research preferred.
Knowledge of research protocols and associated human subject issues.
Strong planning, organizational, computer and management skills.
Preferred Qualifications
Master’s in Public Health (MPH) degree or equivalent Master’s level training preferred.
Physical Demands
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.Occasional stooping. Frequent standing. Constant walking, sitting, climbing, reaching high/low levels, finger movement, feeling, speaking clearly, hearing conversationally, and seeing far and near.
Complexity
The ability to perform highly detailed work with sustained attention and care while providing/obtaining information on numerous inquiries is paramount to success in this position.
Mental Demands
The mental demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.Frequent variety of unrelated tasks. Constant calculating interrupted work, a variety of interrelated tasks, and use of sustained concentration, reasoning, judgment, resourcefulness, analytical ability, and ingenuity.
Work Environment
The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.Occasionally required to work in confined space.
Special Requirements
Ability to work effectively with a diverse community
FLSA Non-Exempt Category Full Time Grade PS-2"
302,Closed Loop,Digital Advertising Data Analyst,"Roseville, CA", ,https://www.indeed.com/rc/clk?jk=a38523387bb7b89a&fccid=660eb94de6221f00&vjs=3,Indeed,Data Scientist,Roseville, CA,"Closed Loop is a digital advertising agency whose mission is to help innovative companies like BigCommerce, Jobvite and Amazon achieve massive growth. This accomplishment is due, in part, to a work environment built on mutual respect, collaboration and doing whatever it takes to find the best solution for our clients. We give our passionate, challenge-loving and high-achieving people the necessary tools and opportunities to reach their potential.
We are currently looking for a Digital Advertising Data Analyst to join our team.
This is a full-time position in our Roseville, CA office.
This is an ideal position for someone with recent experience in data analysis who is looking to accelerate their career.
We hire people excited by three things: learning, solving new challenges, and delivering meaningful business results to clients. If this sounds like you, you have the specific skills we need and you want to join a company voted one of the best places to work in digital advertising, then let’s talk.
What you’ll do:
Coordinate with our client account managers to develop and improve client reports in Tableau
Maintain a baseline template for all client reports
Perform ad hoc analysis of client data and provide insights to account managers
Troubleshoot Tableau issues as they arise
Maintain strong relationship with Tableau's support and account teams
Analyze data across Closed Loop’s client base to identify trends and insights
Work with Closed Loop CTO to improve our data warehouse
Interact with out digital advertising team using clear, concise communications
Research and keep abreast of trends in SEM, social advertising and other forms of digital advertising
Requirements
Strong candidates will have the following:

Hands on experience with Tableau including data blending and creating reports from scratch
Experience analyzing digital marketing data and familiarity with marketing KPIs
Data analysis skills including advanced Excel skills
Excellent communication skills – verbal & written
Project management experience
Strong technical aptitude
A high level of accountability and personal responsibility
Willingness to jump into unknown territory and learn quickly
Ability to travel to client sites and/or conferences on occasion
High proficiency in office productivity software (Google Docs, Word, PowerPoint)
Bachelor’s degree in a relevant field (marketing, data science, etc.)
The following would sweeten the deal:
Tableau certified
Experience using web analytics tools (Google Analytics, Adobe Analytics, etc.)
Experience with marketing attribution models, tools, and processes
Hands on experience with one or more paid advertising platforms (e.g. Google Ads, Bing, Facebook, LinkedIn)
Agency and/or freelance experience
Benefits
Why join us?
Competitive compensation: Competitive salary based on experience.
Excellent benefits: Generous medical, dental, and vision coverage, 401k matching, Flexible Spending Account (FSA), paid holidays and paid time off.
Interesting, challenging work: We make a point of pursuing projects we find interesting. As a result, our work includes a wide variety of clients, industries, and project types.
Great colleagues: You’ll work with a team of experts who value skill and ability more than fancy rhetoric. We work hard and have as much fun as possible while doing it. There’s a lot of good laughter in the office.
Lunch: We have lunch catered in from different local restaurants nearly every day, along with a variety of stocked snacks, beverages, etc. It’s true – and it’s awesome.
Interested?
If you like what you see, please complete our application, upload your resume and provide us with your best cover letter.
Closed Loop is an Equal Opportunity Employer"
303,Apple,Data Scientist - Comm Apps,"Santa Clara Valley, CA", ,https://www.indeed.com/rc/clk?jk=ad90027000e27e88&fccid=c1099851e9794854&vjs=3,Indeed,Data Scientist,Santa Clara Valley, CA,"Summary
Posted: Nov 13, 2018
Weekly Hours: 40
Role Number: 113883556
Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish.
We’re looking for a data scientist to help us understand and improve quality, performance, and reliability for iMessage, FaceTime, Apple Watch transport, HomeKit, Apple Push Service, and more!
On our team, you will develop solutions to bring order to unstructured data using modeling techniques. You will have a passion for applied research with expertise in pattern mining, anomaly detection, predictive modeling, classification, and optimization. You will take end-to-end responsibility for translating customer needs into analytical solutions across feature engineering, implementation, model training, and reporting. This role requires handling multiple assignments and being self-driven. You also need to demonstrate initiative and be able to take ownership of a problem area.
We are seeking someone who is comfortable working in an exciting environment with rapidly changing priorities, and someone creative and inspired to invent new ways to analyze and build better products.
Key Qualifications
You have advanced statistics, modeling, and data visualization experience.
You are highly self-motivated and able to operate with significant autonomy.
You will help us define and grow the data science role in our team.
You possess excellent collaborative skills, with strong written and verbal communication.
You can demonstrate your ability to transform raw data into actionable information.
Description
Please join us in strengthening the Apple ecosystem and bringing users together with innovative communications technologies. The Communication Applications team is a passionate collection of engineers who are looking for a highly motivated engineer with aspirations to build powerful products that change our customers lives, cultivate learning, and lead cross-functional efforts to success. This team’s products are deeply important to Apple users and our success depends on partnership, technical leadership, and diverse experiences!
Education & Experience
Degree in Computer Science, Machine Learning, Artificial Intelligence, Statistics, or a related discipline"
304,KLA-Tencor,Application Software and Data Science Intern,"Milpitas, CA 95035", ,https://www.indeed.com/rc/clk?jk=3582e30d911ad353&fccid=c8fc142c28286059&vjs=3,Indeed,Data Scientist,Milpitas, CA 95035,"InternshipCalling the adventurers ready to join a company that's pushing the limits of nanotechnology to keep the digital revolution rolling. At KLA, we're making technology advancements that are bigger—and tinier—than the world has ever seen.

Who are we? We research, develop, and manufacture the world's most advanced inspection and measurement equipment for the semiconductor and nanoelectronics industries. We enable the digital age by pushing the boundaries of technology, creating tools capable of finding defects smaller than a wavelength of visible light. We create smarter processes so that technology leaders can manufacture high-performance chips—the kind in that phone in your pocket, the tablet on your desk and nearly every electronic device you own—faster and better. We're passionate about creating solutions that drive progress and help people do what wouldn't be possible without us. The future is calling. Will you answer?
Group/Division
We manufacture world’s most advanced wafer inspection, review and measurement equipment for the chipmakers based on Electron Beam Technology.
Our suite of SEM (Scanning Electron Microscope) wafer defect inspectors, defect review and classification tools form a complete solution for inspecting, identify and tracking yield-critical defects.
The high-resolution images of wafer defects help the chipmakers resolve production issues and aid in producing maximum numbers of chips from wafers in high-speed and high-volume manufacturing processes
Responsibilities
We are looking for interns who are curious, who want to be entrusted with real responsibility and embrace the opportunity to write code that will ship.

Our software drives ultra-high-speed wafer inspection and review systems that includes user interface, machine control, clustered image computer, machine learning and complex image processing algos.

You'll be a member of the engineering team and learn from our incredible engineers while making a measurable impact.

Qualifications
Software development experience either in C++, C# or Python (One or all. We understand that the languages keep evolving and proliferate. We are not looking for language syntax. We are looking at your basic problem-solving skills in software computing and past exposure to these languages)

The candidate must be eager to explore new frontiers, invest and learn new open source technologies including machine learning, open source big data technologies and solving data science problems using modern software applications.

And most importantly, having attitude of “willing to fail, fight and not-give-up” kind of young professionals and solution driven thinking in either computer science, electrical, electronics, or relevant field as a student.
Minimum Qualifications
Currently pursuing a BS, MS, or PhD in Computer Science or a related field
Equal Employment Opportunity
KLA is an Equal Opportunity Employer. Applicants will be considered for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability, or any other characteristics protected by applicable law."
305,BitTorrent Inc.,Data Scientist,"San Francisco, CA 94107 (South Of Market area)", ,https://www.indeed.com/rc/clk?jk=b96d2673feea78c2&fccid=ee6d256a093f6126&vjs=3,Indeed,Data Scientist,San Francisco, CA 94107 (South Of Market area),"Data Scientist
@ BitTorrent/TRON
Role Summary
Do you want to create a free and decentralized internet through blockchain and open a new border-less economy on a global scale? We are looking for a highly motivated Data Scientist mid-level through senior in experience, passionate about big data and experiment design to join TRON’s Project Atlas team. Projects will span many analytics initiatives, ranging from in-app features to product marketing, pricing and more. We have over 100 million active users and enhancing our Bittorrent protocol which is responsible for 22% of global upstream traffic.
Think of yourself as the Sherlock Holmes for the whole project. Your curiosity, insight, and attention to detail will help drive our business intelligence!
Key Responsibilities
Provide the insights and discovery on a variety of dataset across the business
Serve as the data and analytics domain expert, evangelizing data literacy and building a suite of tools to empower the team to make data-informed decisions: dashboards, reports, ad-hoc queries, insightful observations
Drive and own A/B testing strategies, implementations, and analysis
Provide support and expertise to Product Managers in defining KPIs and technical data requirements to ensure all product features and initiatives launch with proper metric tracking.
Deliver data and data analysis on an ad-hoc basis using whatever tools are necessary for the task
Measure network performance in one of the world’s largest distributed applications.

Our Ideal Candidate
2+ years professional experience as a Data Scientist / Data Analyst
ETL processing experience using Python or equivalent Java
Data Processing knowledge at scale. We deal with data at a rate of 20gb per minute
Fluency in SQL
Experience with MapReduce using Hadoop or Spark
Experience with AWS tools/services
Excellent communication skills

Nice to have
Direct Database experience: data structures, modeling, and SQL expertise
Experience with a Business Intelligence Dashboards tool (Tableau, Google Data Studio, Superset, or similar)
Experience with E-commerce concepts, things like Conversion rate, Customer Acquisition Costs, Attribution, etc.
Experience with Machine Learning concepts
What We Offer
Competitive salary, stock options, and 401K. 100% paid health coverage (for you and your family) that includes dental and vision plans.
Flexible working hours, including the ability to work from home (on occasion or as needed), and three weeks paid time off.
Plenty of free food at the office, 4 rotating kegs on tap, and yummy catered lunches.
Regular team-wide outdoor events and parties.
Membership at 24-Hour Fitness (or $50/month toward a gym of your choice).
Your choice of the latest, top-of-the-line equipment and tools to work with.
Work with heaps of smart, awesome people, including a surprising number of people who are great at pool, pinball, and foosball.

BitTorrent is an equal opportunity employer and values diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status or disability status."
306,CloudMedx,DATA SCIENCE ENGINEER,"Palo Alto, CA 94301 (Professorville area)", ,https://www.indeed.com/rc/clk?jk=7384c629afab879f&fccid=f6b37922973392e2&vjs=3,Indeed,Data Scientist,Palo Alto, CA 94301 (Professorville area),"We challenge you to make a difference through innovation in advanced data analytics in the area of healthcare solutions and services. As the Big Data Scientist Healthcare, you will work with a growing team of data scientists developing new concepts, propositions, technologies and demonstrators that bring new insights from a combination of multiple healthcare data sources.
Responsibilities
Our Healthcare data analytics team focuses on innovative ways to extract new meaningful and actionable features from (Big) data. This is a multi-disciplinary effort, involving specialists in fields ranging from computer science and statistics to social science and medicine.
You will apply your data analytics knowledge and experience in combination with your analytical and programming skills to services innovation, for example process modeling and transformation, operations and quality engineering, services systems, and/or applications, and optimization of operational aspects.
You will help build and maintain collaborative relationships with scientific and academic organizations, and governmental resources.
Ongoing Services projects include operational flow optimizations, patient population management, data-centric scenario modeling, services architecture, heuristic algorithms for gathering and processing massive amounts of data, etc.
Requirements
Qualitative degree in Statistics, Computer Science, Engineering, or Data Science.
Strong knowledge of machine learning algorithms (clustering, classification and regression), probability theory, and statistical analysis.
Predictive modelling experience.
Experience using one or more data analytics tools: R, Python, or MATLAB
Experience working with Big Data and strong knowledge of big data infrastructure (e.g., Hadoop, Hive, Spark, Elastic Search, AWS)
Experience in using data exploration and visualization tools (e.g., Tableau, Splunk)
Programming experience with C/C++/C# or Java
Expert skills in SQL
Experience in using Healthcare databases





Job Type:
Full-time
Local candidates only:
Palo Alto, CA
Required experience:
Data science in healthcare: 2 years
Required education
Master’s
To apply, please use the button below or send your resume to careers@cloudmedxhealth.com"
307,TrueAccord,Analyst,"San Francisco, CA", ,https://www.indeed.com/rc/clk?jk=3c1d15794443ab3a&fccid=210bcab0885b7dd3&vjs=3,Indeed,Data Scientist,San Francisco, CA,"Why TrueAccord?

Our mission is to reinvent the debt collections space by delivering extraordinary consumer experiences that empower consumers to regain control of their financial health and help them to better manage their financial future. Debt collection has been broken for a long time. Every year, 77 million Americans experience the collections process, and they deserve a better approach - one that is more relevant, more digital, and less abrasive.
TrueAccord is a category-defining company. Come and join the revolution as we disrupt a multi-billion dollar industry that needs change.

The Role:

TrueAccord’s Analytics team is responsible for driving our business forward with data. You’ll join a small team of highly motivated people who take the TrueAccord mission seriously and are determined to succeed. This role is an excellent opportunity to work with talented Analysts, Product Managers, and Data Scientists and to continue building a career in the exciting field of Analytics.

You will be responsible for crafting and maintaining data tools and supporting data and analyses needs. You will enable a wide understanding of the state of our business by building self-service tools, providing drill-down capabilities, as well as building out reporting on business important metrics both internally and externally. You will have the exciting opportunity to interact directly with our clients as well.

This is an exciting role that is integral to the company's success and has broad exposure to business performance.
Responsibilities:
Partner cross-functionally with product, data science, engineering teams, sales, and customer success to optimize conversion strategies and tactics
Establish quantitative relationships between key drivers and outputs in Customer Engagement (e.g. handle time and dedications) to enable opportunity sizing and cost efficiency optimization
Develop forecasting models to predict liquidation across portfolios
Provide ongoing conversion monitoring and perform root cause analyses
Develop tools for anomaly detection and trend identification for each level of the conversion funnel
Conduct analyses that inform strategic planning initiatives across the company
Support analytics requests directly from external clients
Ability to answer the “why” questions
Data mining to derive insights around product and behavioral trends
Build reports and dashboards that monitor data integrity and system controls
Requirements:
Proven ability to perform deep analyses, build models then present and operationalize learnings to the needs of the business
Fluency in SQL
1+ years of experience in using quantitative data analysis to tackle problems (technology company or related industry)
Familiarity with statistical analysis, modeling, and data visualization
Ability to manage multiple projects
Ability to deliver insights to partners clearly and concisely
Strong interpersonal skills and ability to work in a team environment
Nice To Have:
Experience using analytics tools such as: Mixpanel, Heap, Segment, Amplitude, etc a huge plus
BS degree in an analytical discipline is a plus: statistics, physics, applied mathematics, computer science, engineering, etc. or equivalent work experience
Familiarity with a statistical language, such as R or Python
Competency with data visualization tools such as: Looker or Chartio
Previous startup experience
Benefits & Perks:
Work with talented and motivated people in a dynamic environment
Medical/dental/vision insurance, 401k (with match), flex spending plan, and life insurance
Unlimited PTO
Transportation benefits
Team lunches and weekly happy hour
What TrueAccord offers you + Culture & Benefits

TrueAccord is headquartered in San Francisco’s Soma (South of Market) district. We offer a healthy work environment that continuously builds an inclusive & diverse culture where everyone is able to develop the best version of themselves. We are a dynamic group of people who are subject matter experts with a passion for change (and a strong Giphy game).

In addition, we offer catered meals, ergonomic desks, and a dog friendly office! We believe in flexible work schedules that promotes work/life harmony and increased productivity. Happy hours are held for all our teams to come together, have fun and learn about one another. Our leadership team hosts a company-wide Q&A breakfast session where we all discuss ideas on how to improve our current practices—from new office snacks to productivity tips.

Our teams are crafting solutions to big problems every day. If you’re looking for an opportunity to do impactful work, join TrueAccord and make a difference.

Our Dedication to Diversity & Inclusion

TrueAccord is an equal opportunity employer. We promote, value, and thrive with a diverse & inclusive team. Different perspectives contribute to better solutions and this make us stronger every day. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
308,John Burns Real Estate Consulting,Junior Research Analyst,"Folsom, CA", ,https://www.indeed.com/rc/clk?jk=3117ee46de1d6468&fccid=2387d11fde0202a4&vjs=3,Indeed,Data Scientist,Folsom, CA,"We are looking for a bright, motivated, analytical individual to join our research team as a Junior Research Analyst in our Folsom, CA office.

The Junior Research Analyst will assist in collecting information to support analysis, compile exhibits, and analyze data for our monthly research reports. This position will also assist in the completion of cutting-edge industry research to be published in periodic white papers and topical subject matter writings.

Desired Experience:
Bachelor’s Degree
2+ years of professional experience
Experience in economic analysis, finance, business analytics or similar position
Technical Skills:
Expertise in Excel
Experience working in PPT
We’d be excited to see any or all of these skills: ArcGIS mapping, Bloomberg Terminal, Python, Tableau, SQL, and InDesign
Soft Skills:
A highly organized individual
Ability to review, analyze, and evaluate multiple data elements and present findings in a clear and concise manner
A detail-oriented, analytical person able to review numbers for accuracy and determine when data doesn’t make sense
Interested in real estate, demographic, or related data
A problem solver who is able to design tools to improve processes to improve accuracy and speed of delivery
An outstanding oral and written communicator with the ability to clearly convey and document complex information and processes
Our team members are extremely well-organized, quick learners, Excel whizzes, outstanding writers and hard workers. We enjoy challenges, problem solving, economic analysis, market research, working on a team and adhere to uncompromising ethical standards.

If you enjoy challenges, take great pride in 100% accuracy and professional appearance in all the work you complete, and enjoy working with a fantastic team that supports each other, this is the dynamic environment for you.

About John Burns Real Estate Consulting
John Burns Real Estate Consulting, LLC provides independent subscription research and customized consulting services related to the US housing industry. John Burns founded the company in 2001 because he saw a need for better housing market analysis. The company has grown to a highly passionate team of research analysts and consultants in offices across the country, who work together to provide the most trusted source of US housing analysis and consulting services. Three principles guide us:

Purpose: To enable the profitable development of the best places to live in the world through great research.
Vision: To be the most trusted and respected US housing market analysts and consultants.
Mission: To help executives make informed housing industry investment decisions.
John Burns Real Estate Consulting offers a comprehensive benefits package including medical, dental, 401(k) with employer contributions, paid vacation, holiday leave, etc. Compensation will be based on a candidate’s market value and their ability to contribute to our business.

Interested candidates should send their resume to: careers@realestateconsulting.com"
309,DataRobot,Customer Facing Data Scientist (Remote),"San Francisco, CA", ,https://www.indeed.com/rc/clk?jk=77108ddc806af5cd&fccid=ccacdb1cb7d4a077&vjs=3,Indeed,Data Scientist,San Francisco, CA,"Customer Facing Data Scientists (CFDSs) are critical to making our customers successful. An ideal CFDS candidate should have strong fundamentals of applied data science in business setting, and should enjoy communicating and evangelizing data science solutions to business stakeholders.

Roles and responsibilities :

Product
Representing the DataRobot product from a technical standpoint to customers – including demonstrations, conducting proof-of-concept trials, helping clients evaluate success criteria, and training users
Providing the customer's point of view to DataRobot's Product team, informing the direction of future product feature development
Data Science
Enabling customers to solve complex data science problems using DataRobot – including problem framing, data preparation, model building, model deployment, model management, and output consumption
In some cases, executing data science workflows for customers
Providing data science knowledge and expertise as a trusted advisor to the client
Management consulting
Conducting and managing data science projects with customer's vision of success in mind
Collaborating with Sales, Field Engineers, and the rest of the DataRobot team to identify the best possible resources to move forward customer's projects
Leadership
Building a long-term trusted relationship with the customer so that the customers can be led towards success
Understanding and empathizing with customers' pain points of building AI solutions
Qualifying opportunities where DataRobot can be a suitable fit and thus making DataRobot more efficient
Presenting DataRobot in industry conferences as well as creating powerful technical content for marketing purposes

On a day-to-day basis, CFDS work side-by-side with the Sales, Account Management, and Field Engineering teams to help our customers achieve their goals with DataRobot. Internally, CFDS act as the voice of customer to the Product, Engineering, and Marketing teams.

Main Requirements:

4-5+ years of real-world business experience in a data science role
Hands-on experience building and implementing predictive models using machine learning algorithms
Strong customer interaction experience
Strong project management skills
Excellent organizational, communication, writing and interpersonal skills
Familiarity with a variety of technical tools for the manipulation of datasets
Fluency with scripting (Python / R)
Up to 10% travel

Desired Skills:

Familiarity with consultative sales process in the analytics marketplace
Familiarity with Hadoop and related Big Data technologies
Experience dealing with complex customer organizations
Deep experience with specific industries (e.g. banking, healthcare, insurance) or specific problem types (e.g. time-series, optimization)

Individuals seeking employment at DataRobot are considered without regards to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, or sexual orientation."
